sample_date,postal_code,lead_concentration_ppb,year,month,region,season
2015-01-02,M1N,0.0024,2015,1,central toronto,winter
2015-01-02,M4V,5.23e-4,2015,1,central toronto,winter
2015-01-02,M4J,0.0111,2015,1,east toronto,winter
2015-01-02,M6H,6.77e-4,2015,1,west toronto,winter
2015-01-02,M6R,5.01e-5,2015,1,west toronto,winter
2015-01-02,M6J,2.22e-4,2015,1,west toronto,winter
2015-01-03,M6P,0.00261,2015,1,west toronto,winter
2015-01-05,M4J,5e-5,2015,1,east toronto,winter
2015-01-05,M4J,5.13e-4,2015,1,east toronto,winter
2015-01-05,M6S,0.00679,2015,1,west toronto,winter
2015-01-05,M6H,7.33e-5,2015,1,west toronto,winter
2015-01-05,M9R,2.47e-4,2015,1,central toronto,winter
2015-01-05,M2R,8.68e-5,2015,1,central toronto,winter
2015-01-05,M4C,3.55e-4,2015,1,central toronto,winter
2015-01-05,M1N,0.0092,2015,1,central toronto,winter
2015-01-05,M6C,2.07e-4,2015,1,central toronto,winter
2015-01-05,M6C,4.91e-4,2015,1,central toronto,winter
2015-01-05,M6P,2.25e-4,2015,1,west toronto,winter
2015-01-06,M4R,6.45e-4,2015,1,central toronto,winter
2015-01-07,M8Y,9.64e-5,2015,1,central toronto,winter
2015-01-07,M6E,9.83e-5,2015,1,central toronto,winter
2015-01-07,M4C,0.00216,2015,1,central toronto,winter
2015-01-07,M1R,5e-5,2015,1,central toronto,winter
2015-01-08,M5M,1.43e-4,2015,1,central toronto,winter
2015-01-08,M4K,7.05e-4,2015,1,east toronto,winter
2015-01-08,M6G,2.28e-4,2015,1,downtown toronto,winter
2015-01-09,M5M,0.00521,2015,1,central toronto,winter
2015-01-09,M4C,0.00201,2015,1,central toronto,winter
2015-01-09,M5M,9.65e-4,2015,1,central toronto,winter
2015-01-09,M4K,0.00133,2015,1,east toronto,winter
2015-01-09,M4T,6.53e-5,2015,1,central toronto,winter
2015-01-12,M4K,0.343,2015,1,east toronto,winter
2015-01-13,M6S,0.0012,2015,1,west toronto,winter
2015-01-13,M4J,0.00157,2015,1,east toronto,winter
2015-01-13,M4E,0.00234,2015,1,east toronto,winter
2015-01-13,M5M,0.00284,2015,1,central toronto,winter
2015-01-13,M4S,4.86e-4,2015,1,central toronto,winter
2015-01-14,M6C,9.53e-5,2015,1,central toronto,winter
2015-01-14,M8W,5e-5,2015,1,central toronto,winter
2015-01-14,M9C,5e-5,2015,1,central toronto,winter
2015-01-14,M4M,0.00133,2015,1,east toronto,winter
2015-01-15,M6E,0.00603,2015,1,central toronto,winter
2015-01-15,M4E,0.00194,2015,1,east toronto,winter
2015-01-15,M5P,9.67e-5,2015,1,central toronto,winter
2015-01-15,M4J,0.185,2015,1,east toronto,winter
2015-01-15,M3N,0.00277,2015,1,central toronto,winter
2015-01-18,M6C,5e-5,2015,1,central toronto,winter
2015-01-19,M6P,7.77e-4,2015,1,west toronto,winter
2015-01-19,M4N,0.00126,2015,1,central toronto,winter
2015-01-19,M4P,3.2e-4,2015,1,central toronto,winter
2015-01-20,M4M,0.00255,2015,1,east toronto,winter
2015-01-20,M6S,1.04e-4,2015,1,west toronto,winter
2015-01-20,M4L,0.00386,2015,1,east toronto,winter
2015-01-20,M4R,0.0013,2015,1,central toronto,winter
2015-01-21,M6G,0.00134,2015,1,downtown toronto,winter
2015-01-21,M5A,5e-5,2015,1,downtown toronto,winter
2015-01-21,M8V,6.47e-5,2015,1,west toronto,winter
2015-01-21,M4E,4.29e-4,2015,1,east toronto,winter
2015-01-22,M4G,6.15e-5,2015,1,central toronto,winter
2015-01-22,M2N,5e-5,2015,1,central toronto,winter
2015-01-23,M6C,1.22e-4,2015,1,central toronto,winter
2015-01-23,M4C,5.32e-4,2015,1,central toronto,winter
2015-01-23,M6J,3.69e-4,2015,1,west toronto,winter
2015-01-23,M4P,0.00521,2015,1,central toronto,winter
2015-01-25,M6G,1.05e-4,2015,1,downtown toronto,winter
2015-01-25,M6G,2.36e-4,2015,1,downtown toronto,winter
2015-01-26,M6G,5e-5,2015,1,downtown toronto,winter
2015-01-26,M4P,6.33e-5,2015,1,central toronto,winter
2015-01-26,M8Y,4.14e-4,2015,1,central toronto,winter
2015-01-26,M6P,5e-5,2015,1,west toronto,winter
2015-01-26,M5M,5e-5,2015,1,central toronto,winter
2015-01-27,M4S,3.14e-4,2015,1,central toronto,winter
2015-01-27,M5A,9.5e-4,2015,1,downtown toronto,winter
2015-01-27,M6H,7.92e-5,2015,1,west toronto,winter
2015-01-27,M6P,7.29e-4,2015,1,west toronto,winter
2015-01-27,M9C,5e-5,2015,1,central toronto,winter
2015-01-27,M6C,0.00102,2015,1,central toronto,winter
2015-01-27,M5M,7.4e-5,2015,1,central toronto,winter
2015-01-27,M5M,1.6e-4,2015,1,central toronto,winter
2015-01-28,M1H,5e-5,2015,1,central toronto,winter
2015-01-28,M4G,5e-5,2015,1,central toronto,winter
2015-01-28,M5R,0.00331,2015,1,central toronto,winter
2015-01-28,M4K,0.00108,2015,1,east toronto,winter
2015-01-28,M5M,2.3e-4,2015,1,central toronto,winter
2015-01-29,M5N,5e-5,2015,1,central toronto,winter
2015-01-29,M6H,3.07e-4,2015,1,west toronto,winter
2015-01-29,M4W,5e-5,2015,1,downtown toronto,winter
2015-01-30,M4C,5.45e-4,2015,1,central toronto,winter
2015-01-30,M9A,5e-5,2015,1,central toronto,winter
2015-01-30,M6J,5e-5,2015,1,west toronto,winter
2015-01-30,M6C,0.00192,2015,1,central toronto,winter
2015-01-30,M6H,8.5e-5,2015,1,west toronto,winter
2015-01-31,M6G,8.49e-4,2015,1,downtown toronto,winter
2015-02-02,M5M,7.72e-5,2015,2,central toronto,winter
2015-02-02,M6E,0.00267,2015,2,central toronto,winter
2015-02-02,M6S,0.247,2015,2,west toronto,winter
2015-02-02,M6P,7.15e-4,2015,2,west toronto,winter
2015-02-03,M6R,0.00235,2015,2,west toronto,winter
2015-02-03,M4C,5e-5,2015,2,central toronto,winter
2015-02-04,M6S,9.85e-4,2015,2,west toronto,winter
2015-02-04,M4J,2.1e-4,2015,2,east toronto,winter
2015-02-04,M5P,6.51e-5,2015,2,central toronto,winter
2015-02-05,M5M,5.03e-5,2015,2,central toronto,winter
2015-02-05,M4J,5e-5,2015,2,east toronto,winter
2015-02-06,M3H,5.24e-5,2015,2,central toronto,winter
2015-02-06,M6N,0.00204,2015,2,central toronto,winter
2015-02-06,M6C,1.25e-4,2015,2,central toronto,winter
2015-02-08,M3L,5e-5,2015,2,central toronto,winter
2015-02-09,M1N,5e-5,2015,2,central toronto,winter
2015-02-09,M4L,5e-5,2015,2,east toronto,winter
2015-02-09,M4L,9.17e-4,2015,2,east toronto,winter
2015-02-09,M5S,0.00655,2015,2,downtown toronto,winter
2015-02-09,M4L,5e-5,2015,2,east toronto,winter
2015-02-09,M4J,0.00207,2015,2,east toronto,winter
2015-02-09,M4V,0.00271,2015,2,central toronto,winter
2015-02-10,M6S,1.27e-4,2015,2,west toronto,winter
2015-02-10,M6E,6.97e-4,2015,2,central toronto,winter
2015-02-10,M6C,0.0124,2015,2,central toronto,winter
2015-02-10,M4K,7.41e-4,2015,2,east toronto,winter
2015-02-10,M4C,5.33e-4,2015,2,central toronto,winter
2015-02-11,M4R,7.19e-4,2015,2,central toronto,winter
2015-02-11,M4C,1.36e-4,2015,2,central toronto,winter
2015-02-11,M4E,8.7e-5,2015,2,east toronto,winter
2015-02-11,M4E,5e-5,2015,2,east toronto,winter
2015-02-12,M4C,7.64e-4,2015,2,central toronto,winter
2015-02-12,M4J,5e-5,2015,2,east toronto,winter
2015-02-12,M1N,0.00156,2015,2,central toronto,winter
2015-02-12,M6R,5e-5,2015,2,west toronto,winter
2015-02-13,M4J,1.37e-4,2015,2,east toronto,winter
2015-02-13,M4C,8.17e-4,2015,2,central toronto,winter
2015-02-17,M4C,5e-5,2015,2,central toronto,winter
2015-02-17,M5M,5e-5,2015,2,central toronto,winter
2015-02-17,M4C,5e-5,2015,2,central toronto,winter
2015-02-18,M4R,0.00304,2015,2,central toronto,winter
2015-02-18,M6N,1.26e-4,2015,2,central toronto,winter
2015-02-18,M6G,5e-5,2015,2,downtown toronto,winter
2015-02-20,M5N,1.2e-4,2015,2,central toronto,winter
2015-02-20,M9A,6.92e-5,2015,2,central toronto,winter
2015-02-23,M4K,2.51e-4,2015,2,east toronto,winter
2015-02-23,M6C,7.12e-4,2015,2,central toronto,winter
2015-02-23,M6H,2.5e-4,2015,2,west toronto,winter
2015-02-23,M4W,2.21e-4,2015,2,downtown toronto,winter
2015-02-24,M1N,2.13e-4,2015,2,central toronto,winter
2015-02-24,M5R,5e-5,2015,2,central toronto,winter
2015-02-24,M4E,7.82e-4,2015,2,east toronto,winter
2015-02-25,M4M,3.06e-4,2015,2,east toronto,winter
2015-02-25,M4C,0.00122,2015,2,central toronto,winter
2015-02-26,M5A,0.00383,2015,2,downtown toronto,winter
2015-02-26,M4P,0.00488,2015,2,central toronto,winter
2015-02-26,M4K,5e-5,2015,2,east toronto,winter
2015-02-26,M6P,5e-5,2015,2,west toronto,winter
2015-02-26,M4T,5e-5,2015,2,central toronto,winter
2015-02-27,M6R,5e-5,2015,2,west toronto,winter
2015-02-27,M6P,0.00361,2015,2,west toronto,winter
2015-02-27,M4R,0.00226,2015,2,central toronto,winter
2015-02-27,M4C,5e-5,2015,2,central toronto,winter
2015-02-27,M6S,0.00554,2015,2,west toronto,winter
2015-03-01,M6P,5.03e-5,2015,3,west toronto,spring
2015-03-02,M4R,5e-5,2015,3,central toronto,spring
2015-03-02,M6H,0.928,2015,3,west toronto,spring
2015-03-02,M6R,3.88e-4,2015,3,west toronto,spring
2015-03-02,M2N,6.49e-5,2015,3,central toronto,spring
2015-03-02,M4C,0.00146,2015,3,central toronto,spring
2015-03-02,M6R,0.00101,2015,3,west toronto,spring
2015-03-02,M5N,8.16e-5,2015,3,central toronto,spring
2015-03-02,M4R,5e-5,2015,3,central toronto,spring
2015-03-03,M6H,4.09e-4,2015,3,west toronto,spring
2015-03-03,M5A,5e-5,2015,3,downtown toronto,spring
2015-03-03,M6P,5e-5,2015,3,west toronto,spring
2015-03-03,M4K,5e-5,2015,3,east toronto,spring
2015-03-03,M4K,5e-5,2015,3,east toronto,spring
2015-03-03,M4C,5.16e-5,2015,3,central toronto,spring
2015-03-04,M4L,0.00145,2015,3,east toronto,spring
2015-03-04,M4C,1.28e-4,2015,3,central toronto,spring
2015-03-04,M6C,0.00232,2015,3,central toronto,spring
2015-03-04,M4K,1.03e-4,2015,3,east toronto,spring
2015-03-05,M6N,4.35e-4,2015,3,central toronto,spring
2015-03-06,M4N,5e-5,2015,3,central toronto,spring
2015-03-06,M3H,5e-5,2015,3,central toronto,spring
2015-03-07,M8V,1.35e-4,2015,3,west toronto,spring
2015-03-07,M6S,1.04e-4,2015,3,west toronto,spring
2015-03-08,M4K,1.87e-4,2015,3,east toronto,spring
2015-03-09,M5R,5.72e-5,2015,3,central toronto,spring
2015-03-09,M6K,0.0037200000000000002,2015,3,central toronto,spring
2015-03-09,M6S,5e-5,2015,3,west toronto,spring
2015-03-09,M5M,5e-5,2015,3,central toronto,spring
2015-03-10,M4P,0.0516,2015,3,central toronto,spring
2015-03-10,M8V,1.31e-4,2015,3,west toronto,spring
2015-03-10,M6K,1.02e-4,2015,3,central toronto,spring
2015-03-10,M6H,2.94e-4,2015,3,west toronto,spring
2015-03-11,M6J,2.12e-4,2015,3,west toronto,spring
2015-03-11,M4L,0.0043,2015,3,east toronto,spring
2015-03-11,M6N,4.7e-4,2015,3,central toronto,spring
2015-03-12,M6R,5.69e-5,2015,3,west toronto,spring
2015-03-12,M8V,2.63e-4,2015,3,west toronto,spring
2015-03-13,M6H,0.771,2015,3,west toronto,spring
2015-03-13,M6G,1.23e-4,2015,3,downtown toronto,spring
2015-03-13,M4C,7.56e-5,2015,3,central toronto,spring
2015-03-13,M8Y,7.09e-5,2015,3,central toronto,spring
2015-03-13,M4L,7.9e-4,2015,3,east toronto,spring
2015-03-14,M4C,8.27e-4,2015,3,central toronto,spring
2015-03-15,M6S,0.00217,2015,3,west toronto,spring
2015-03-15,M4L,3.65e-4,2015,3,east toronto,spring
2015-03-15,M6C,5e-5,2015,3,central toronto,spring
2015-03-15,M9P,5e-5,2015,3,central toronto,spring
2015-03-15,M6M,0.00395,2015,3,central toronto,spring
2015-03-16,M4M,0.00158,2015,3,east toronto,spring
2015-03-16,M4B,5e-5,2015,3,central toronto,spring
2015-03-17,M4N,2.5e-4,2015,3,central toronto,spring
2015-03-17,M4J,5e-5,2015,3,east toronto,spring
2015-03-17,M6J,5.02e-4,2015,3,west toronto,spring
2015-03-17,M6P,5e-5,2015,3,west toronto,spring
2015-03-17,M4L,3.08e-4,2015,3,east toronto,spring
2015-03-18,M8Y,7.98e-5,2015,3,central toronto,spring
2015-03-18,M6G,1.92e-4,2015,3,downtown toronto,spring
2015-03-18,M4K,2.07e-4,2015,3,east toronto,spring
2015-03-18,M4T,0.00561,2015,3,central toronto,spring
2015-03-18,M6P,4.54e-4,2015,3,west toronto,spring
2015-03-20,M6P,5.2e-4,2015,3,west toronto,spring
2015-03-20,M6P,8.09e-4,2015,3,west toronto,spring
2015-03-21,M9N,1.68e-4,2015,3,central toronto,spring
2015-03-23,M4P,5e-5,2015,3,central toronto,spring
2015-03-23,M6R,5e-5,2015,3,west toronto,spring
2015-03-23,M5R,5e-5,2015,3,central toronto,spring
2015-03-24,M4G,0.00359,2015,3,central toronto,spring
2015-03-24,M5M,0.00107,2015,3,central toronto,spring
2015-03-24,M4B,5e-5,2015,3,central toronto,spring
2015-03-24,M1P,7.98e-5,2015,3,central toronto,spring
2015-03-24,M4G,0.00105,2015,3,central toronto,spring
2015-03-24,M6G,0.00157,2015,3,downtown toronto,spring
2015-03-24,M1E,5e-5,2015,3,central toronto,spring
2015-03-25,M4A,6.86e-4,2015,3,central toronto,spring
2015-03-25,M4K,0.0018,2015,3,east toronto,spring
2015-03-25,M4E,7.88e-4,2015,3,east toronto,spring
2015-03-27,M5M,0.00233,2015,3,central toronto,spring
2015-03-27,M6C,7.69e-4,2015,3,central toronto,spring
2015-03-27,M5K,6.04e-5,2015,3,downtown toronto,spring
2015-03-28,M4T,0.00167,2015,3,central toronto,spring
2015-03-29,M4C,0.00175,2015,3,central toronto,spring
2015-03-30,M9B,8.98e-4,2015,3,central toronto,spring
2015-03-30,M6H,0.00175,2015,3,west toronto,spring
2015-03-30,M4N,6.31e-4,2015,3,central toronto,spring
2015-03-30,M4E,4.56e-4,2015,3,east toronto,spring
2015-03-30,M4N,5e-5,2015,3,central toronto,spring
2015-03-30,M4C,3.72e-4,2015,3,central toronto,spring
2015-03-31,M4L,5e-5,2015,3,east toronto,spring
2015-04-01,M4M,5.2e-4,2015,4,east toronto,spring
2015-04-01,M4L,8.74e-4,2015,4,east toronto,spring
2015-04-01,M6R,5e-5,2015,4,west toronto,spring
2015-04-01,M4T,5e-5,2015,4,central toronto,spring
2015-04-01,M6H,0.0028,2015,4,west toronto,spring
2015-04-01,M4K,2.82e-4,2015,4,east toronto,spring
2015-04-01,M5R,5.58e-4,2015,4,central toronto,spring
2015-04-02,M8Y,7.4e-4,2015,4,central toronto,spring
2015-04-02,M4V,4.74e-4,2015,4,central toronto,spring
2015-04-02,M8W,0.00179,2015,4,central toronto,spring
2015-04-02,M4L,5e-5,2015,4,east toronto,spring
2015-04-02,M6J,8.03e-4,2015,4,west toronto,spring
2015-04-04,M4E,3.32e-4,2015,4,east toronto,spring
2015-04-06,M4J,6.75e-4,2015,4,east toronto,spring
2015-04-06,M2N,5e-5,2015,4,central toronto,spring
2015-04-07,M4E,7.27e-5,2015,4,east toronto,spring
2015-04-08,M8V,5e-5,2015,4,west toronto,spring
2015-04-08,M6S,1.76e-4,2015,4,west toronto,spring
2015-04-08,M4L,7.22e-4,2015,4,east toronto,spring
2015-04-08,M6S,0.00189,2015,4,west toronto,spring
2015-04-08,M4C,5e-5,2015,4,central toronto,spring
2015-04-08,M6J,0.00136,2015,4,west toronto,spring
2015-04-08,M6C,5.11e-5,2015,4,central toronto,spring
2015-04-09,M4M,0.00136,2015,4,east toronto,spring
2015-04-09,M6S,2.55e-4,2015,4,west toronto,spring
2015-04-09,M5M,9.67e-5,2015,4,central toronto,spring
2015-04-09,M5M,2.54e-4,2015,4,central toronto,spring
2015-04-10,M4M,4.91e-4,2015,4,east toronto,spring
2015-04-10,M4C,1.44e-4,2015,4,central toronto,spring
2015-04-10,M6E,5e-5,2015,4,central toronto,spring
2015-04-10,M6J,0.00177,2015,4,west toronto,spring
2015-04-12,M4E,5e-5,2015,4,east toronto,spring
2015-04-12,M6J,0.00112,2015,4,west toronto,spring
2015-04-12,M4S,1.34e-4,2015,4,central toronto,spring
2015-04-13,M4G,6.43e-4,2015,4,central toronto,spring
2015-04-13,M6P,3.4e-4,2015,4,west toronto,spring
2015-04-14,M4K,0.00112,2015,4,east toronto,spring
2015-04-14,M8W,0.00311,2015,4,central toronto,spring
2015-04-14,M8Z,5e-5,2015,4,central toronto,spring
2015-04-14,M6S,0.0158,2015,4,west toronto,spring
2015-04-14,M8V,0.00132,2015,4,west toronto,spring
2015-04-14,M5M,0.00175,2015,4,central toronto,spring
2015-04-14,M4M,0.0182,2015,4,east toronto,spring
2015-04-14,M2M,5e-5,2015,4,central toronto,spring
2015-04-14,M4E,0.00137,2015,4,east toronto,spring
2015-04-14,M5S,0.00922,2015,4,downtown toronto,spring
2015-04-15,M6R,0.00161,2015,4,west toronto,spring
2015-04-15,M6M,5e-5,2015,4,central toronto,spring
2015-04-15,M4J,0.00156,2015,4,east toronto,spring
2015-04-15,M9B,5e-5,2015,4,central toronto,spring
2015-04-15,M4K,5e-5,2015,4,east toronto,spring
2015-04-15,M9C,3.65e-4,2015,4,central toronto,spring
2015-04-16,M4V,1.33e-4,2015,4,central toronto,spring
2015-04-16,M4T,8.79e-4,2015,4,central toronto,spring
2015-04-16,M6G,8.24e-4,2015,4,downtown toronto,spring
2015-04-17,M5G,0.00102,2015,4,downtown toronto,spring
2015-04-19,M4R,4.11e-4,2015,4,central toronto,spring
2015-04-19,M4L,8.06e-5,2015,4,east toronto,spring
2015-04-20,M6S,6.11e-4,2015,4,west toronto,spring
2015-04-20,M4B,5e-5,2015,4,central toronto,spring
2015-04-20,M6R,5e-5,2015,4,west toronto,spring
2015-04-21,M4C,0.338,2015,4,central toronto,spring
2015-04-21,M6E,0.00237,2015,4,central toronto,spring
2015-04-21,M5V,1.63e-4,2015,4,downtown toronto,spring
2015-04-21,M4L,4.63e-4,2015,4,east toronto,spring
2015-04-21,M4M,1.71e-4,2015,4,east toronto,spring
2015-04-21,M4M,0.00374,2015,4,east toronto,spring
2015-04-21,M6J,8.77e-4,2015,4,west toronto,spring
2015-04-21,M6G,5e-5,2015,4,downtown toronto,spring
2015-04-21,M5R,8.08e-4,2015,4,central toronto,spring
2015-04-22,M9A,1.22e-4,2015,4,central toronto,spring
2015-04-22,M4B,5e-5,2015,4,central toronto,spring
2015-04-22,M4M,5e-5,2015,4,east toronto,spring
2015-04-22,M4E,8.22e-4,2015,4,east toronto,spring
2015-04-22,M2K,6.36e-5,2015,4,central toronto,spring
2015-04-22,M4X,5e-5,2015,4,downtown toronto,spring
2015-04-23,M4B,6.13e-5,2015,4,central toronto,spring
2015-04-23,M4K,8.82e-4,2015,4,east toronto,spring
2015-04-23,M4J,5e-5,2015,4,east toronto,spring
2015-04-23,M4C,5e-5,2015,4,central toronto,spring
2015-04-24,M1J,5.72e-5,2015,4,central toronto,spring
2015-04-27,M6R,5e-5,2015,4,west toronto,spring
2015-04-27,M4E,5e-5,2015,4,east toronto,spring
2015-04-27,M4J,0.0102,2015,4,east toronto,spring
2015-04-27,M1L,5e-5,2015,4,central toronto,spring
2015-04-27,M3H,5e-5,2015,4,central toronto,spring
2015-04-28,M4C,5e-5,2015,4,central toronto,spring
2015-04-28,M4L,3.21e-4,2015,4,east toronto,spring
2015-04-28,M4E,0.00117,2015,4,east toronto,spring
2015-04-28,M4L,4.37e-4,2015,4,east toronto,spring
2015-04-28,M6M,0.00489,2015,4,central toronto,spring
2015-04-29,M4J,3.11e-4,2015,4,east toronto,spring
2015-04-29,M5M,1.82e-4,2015,4,central toronto,spring
2015-04-29,M6E,5e-5,2015,4,central toronto,spring
2015-04-30,M6G,0.00111,2015,4,downtown toronto,spring
2015-04-30,M8Z,3.39e-4,2015,4,central toronto,spring
2015-05-01,M9A,5e-5,2015,5,central toronto,spring
2015-05-01,M6P,9.33e-4,2015,5,west toronto,spring
2015-05-03,M6R,6.78e-5,2015,5,west toronto,spring
2015-05-03,M6S,0.0018600000000000001,2015,5,west toronto,spring
2015-05-04,M4K,0.00124,2015,5,east toronto,spring
2015-05-05,M5M,0.00214,2015,5,central toronto,spring
2015-05-05,M4X,0.00215,2015,5,downtown toronto,spring
2015-05-05,M4K,6.19e-5,2015,5,east toronto,spring
2015-05-05,M8X,3.98e-4,2015,5,central toronto,spring
2015-05-06,M4G,5e-5,2015,5,central toronto,spring
2015-05-06,M6P,8.65e-4,2015,5,west toronto,spring
2015-05-06,M6J,8.35e-5,2015,5,west toronto,spring
2015-05-06,M4L,0.00283,2015,5,east toronto,spring
2015-05-06,M8W,5.45e-5,2015,5,central toronto,spring
2015-05-06,M9A,0.0011,2015,5,central toronto,spring
2015-05-06,M4M,8.11e-5,2015,5,east toronto,spring
2015-05-06,M8Y,7.1e-5,2015,5,central toronto,spring
2015-05-06,M6G,4.81e-4,2015,5,downtown toronto,spring
2015-05-07,M2M,5e-5,2015,5,central toronto,spring
2015-05-07,M2H,5e-5,2015,5,central toronto,spring
2015-05-10,M4K,1.61e-4,2015,5,east toronto,spring
2015-05-11,M4P,6.37e-5,2015,5,central toronto,spring
2015-05-11,M6S,7.75e-4,2015,5,west toronto,spring
2015-05-11,M6B,0.00112,2015,5,central toronto,spring
2015-05-11,M3H,5e-5,2015,5,central toronto,spring
2015-05-12,M4K,0.001,2015,5,east toronto,spring
2015-05-12,M5S,4.79e-4,2015,5,downtown toronto,spring
2015-05-12,M6S,4.15e-4,2015,5,west toronto,spring
2015-05-12,M4K,2.65e-4,2015,5,east toronto,spring
2015-05-12,M4J,8.84e-5,2015,5,east toronto,spring
2015-05-13,M4K,6e-4,2015,5,east toronto,spring
2015-05-13,M6R,5.75e-4,2015,5,west toronto,spring
2015-05-13,M1B,0.00568,2015,5,central toronto,spring
2015-05-13,M6S,5e-5,2015,5,west toronto,spring
2015-05-13,M6C,3.95e-4,2015,5,central toronto,spring
2015-05-13,M4K,5.88e-4,2015,5,east toronto,spring
2015-05-13,M6S,4.87e-4,2015,5,west toronto,spring
2015-05-13,M4C,4.09e-4,2015,5,central toronto,spring
2015-05-13,M6E,0.00182,2015,5,central toronto,spring
2015-05-14,M1L,1.17e-4,2015,5,central toronto,spring
2015-05-14,M6R,2.04e-4,2015,5,west toronto,spring
2015-05-14,M8Y,7.97e-4,2015,5,central toronto,spring
2015-05-14,M4K,5e-5,2015,5,east toronto,spring
2015-05-14,M6E,0.00727,2015,5,central toronto,spring
2015-05-15,M6R,9.96e-4,2015,5,west toronto,spring
2015-05-15,M4N,0.00262,2015,5,central toronto,spring
2015-05-15,M4J,0.00109,2015,5,east toronto,spring
2015-05-15,M6R,0.00287,2015,5,west toronto,spring
2015-05-18,M6S,0.00246,2015,5,west toronto,spring
2015-05-19,M6E,5e-5,2015,5,central toronto,spring
2015-05-20,M4J,0.00627,2015,5,east toronto,spring
2015-05-20,M6H,6.18e-5,2015,5,west toronto,spring
2015-05-20,M4W,2.83e-4,2015,5,downtown toronto,spring
2015-05-20,M6P,5.47e-4,2015,5,west toronto,spring
2015-05-20,M6K,5e-5,2015,5,central toronto,spring
2015-05-20,M4M,0.00198,2015,5,east toronto,spring
2015-05-21,M4W,6.88e-5,2015,5,downtown toronto,spring
2015-05-21,M6P,1.28e-4,2015,5,west toronto,spring
2015-05-21,M6J,3.09e-4,2015,5,west toronto,spring
2015-05-21,M6H,2.1e-4,2015,5,west toronto,spring
2015-05-21,M6M,0.00106,2015,5,central toronto,spring
2015-05-21,M9A,7.73e-5,2015,5,central toronto,spring
2015-05-21,M6P,1.89e-4,2015,5,west toronto,spring
2015-05-21,M5P,5e-5,2015,5,central toronto,spring
2015-05-21,M6P,1.68e-4,2015,5,west toronto,spring
2015-05-21,M5M,0.00146,2015,5,central toronto,spring
2015-05-21,M4K,1.06e-4,2015,5,east toronto,spring
2015-05-22,M4K,5.51e-5,2015,5,east toronto,spring
2015-05-22,M4C,9.68e-5,2015,5,central toronto,spring
2015-05-24,M5R,4.87e-4,2015,5,central toronto,spring
2015-05-25,M4C,9.8e-5,2015,5,central toronto,spring
2015-05-25,M6C,6.6e-4,2015,5,central toronto,spring
2015-05-25,M4C,0.00213,2015,5,central toronto,spring
2015-05-25,M4J,9.82e-5,2015,5,east toronto,spring
2015-05-25,M9V,9.18e-4,2015,5,central toronto,spring
2015-05-25,M4N,5.18e-5,2015,5,central toronto,spring
2015-05-26,M4G,0.00306,2015,5,central toronto,spring
2015-05-26,M4J,1.04e-4,2015,5,east toronto,spring
2015-05-26,M6R,5e-5,2015,5,west toronto,spring
2015-05-27,M4G,5.83e-5,2015,5,central toronto,spring
2015-05-28,M6H,6.47e-5,2015,5,west toronto,spring
2015-05-28,M4C,0.00371,2015,5,central toronto,spring
2015-05-28,M4L,3.5e-4,2015,5,east toronto,spring
2015-05-28,M8Y,6.74e-5,2015,5,central toronto,spring
2015-05-28,M1R,0.00106,2015,5,central toronto,spring
2015-05-29,M1R,2.15e-4,2015,5,central toronto,spring
2015-05-29,M1J,2.47e-4,2015,5,central toronto,spring
2015-05-29,M1L,0.00147,2015,5,central toronto,spring
2015-05-30,M8W,5e-5,2015,5,central toronto,spring
2015-05-31,M4J,9.54e-4,2015,5,east toronto,spring
2015-05-31,M6N,0.00314,2015,5,central toronto,spring
2015-06-01,M6H,0.00108,2015,6,west toronto,summer
2015-06-01,M8X,1.32e-4,2015,6,central toronto,summer
2015-06-01,M6S,0.00258,2015,6,west toronto,summer
2015-06-01,M4R,0.00192,2015,6,central toronto,summer
2015-06-02,M6J,0.00751,2015,6,west toronto,summer
2015-06-03,M6G,0.00104,2015,6,downtown toronto,summer
2015-06-03,M6P,0.00483,2015,6,west toronto,summer
2015-06-04,M5M,0.0473,2015,6,central toronto,summer
2015-06-04,M4C,3.49e-4,2015,6,central toronto,summer
2015-06-04,M6G,5e-5,2015,6,downtown toronto,summer
2015-06-05,M4L,5e-5,2015,6,east toronto,summer
2015-06-05,M6R,7.22e-5,2015,6,west toronto,summer
2015-06-05,M2L,4.73e-4,2015,6,central toronto,summer
2015-06-05,M8Y,6.33e-5,2015,6,central toronto,summer
2015-06-05,M6R,5.88e-4,2015,6,west toronto,summer
2015-06-05,M6S,1.59e-4,2015,6,west toronto,summer
2015-06-05,M4L,6.58e-5,2015,6,east toronto,summer
2015-06-07,M6A,5e-5,2015,6,central toronto,summer
2015-06-07,M4K,4.33e-4,2015,6,east toronto,summer
2015-06-07,M4J,8.89e-4,2015,6,east toronto,summer
2015-06-08,M4E,0.00162,2015,6,east toronto,summer
2015-06-08,M4J,8.08e-5,2015,6,east toronto,summer
2015-06-08,M4J,1.76e-4,2015,6,east toronto,summer
2015-06-08,M8V,5e-5,2015,6,west toronto,summer
2015-06-09,M4K,2.02e-4,2015,6,east toronto,summer
2015-06-09,M4L,1.36e-4,2015,6,east toronto,summer
2015-06-09,M2L,0.00232,2015,6,central toronto,summer
2015-06-10,M4C,9.3e-5,2015,6,central toronto,summer
2015-06-10,M4J,0.00202,2015,6,east toronto,summer
2015-06-10,M4M,5e-5,2015,6,east toronto,summer
